Pathway,Count
estradiol human endometrial cancer cells GSE56946 ligand:226,213
estradiol human endometrial cancer cells GSE56946 ligand:225,312
interleukin-2 mouse Cytotoxic T cell line GDS3222 ligand:209,317
estradiol human endometrial cancer cells GSE56946 ligand:223,310
estradiol human endometrial cancer cells GSE56946 ligand:222,331
estradiol human endometrial cancer cells GSE56946 ligand:221,314
interleukin-2 mouse Cytotoxic T cell line GDS3222 ligand:207,317
interleukin-2 mouse Cytotoxic T cell line GDS3222 ligand:216,418
interleukin-13 human esophageal epithelial cells GDS3223 ligand:205,291
fibroblast growth factor 2 (FGF2) human embryonic fibroblast GDS2422 ligand:9,335
transforming growth factor-beta human fibroblasts GDS4574 ligand:18,362
All-trans-retinoic acid human NB4 APL cells (TG2-knockdown) GDS4180 ligand:196,237
estradiol human estrogen receptor (ER)-positive MCF7 breast cancer cells GDS3217 ligand:40,308
interleukin-2 mouse Cytotoxic T cell line GDS3222 ligand:210,400
estrogen mouse right lung from ovariectomized animals GDS960 ligand:50,216
interleukin-17 human Bronchial epithelial cells GDS3393 ligand:199,278
estradiol mouse uterus GSE23072 ligand:75,394
interleukin-15 human PBMC GSE59184 ligand:145,311
interleukin-15 human PBMC GSE59184 ligand:144,321
All-trans-retinoic acid human NB4 APL cells GDS4180 ligand:190,260
testosterone mouse brain striatum GSE49986 ligand:284,286
testosterone mouse brain striatum GSE49986 ligand:285,269
17beta-estradiol mouse bone marrow-derived CD44+ stromal cells (StroCs) GDS3816 ligand:29,453
estradiol human endometrial cancer cells GSE56946 ligand:224,301
17beta-estradiol mouse thymus GSE2889 ligand:156,353
estradiol human MCF-7 cells GDS4052 ligand:269,310
CHEBI:60311 human Kidney GDS3945 ligand:170,322
testosterone mouse liver GSE13388 ligand:158,287
estradiol human MCF-7 breast cancer cells GDS3105 ligand:38,229
insulin-like growth factor I (IGF-1) human MCF-7 cells GSE26834 ligand:138,343
interferon-&Icirc;&plusmn; human hepatocyte GDS4390 ligand:181,323
estradiol human endometrial cancer cells GSE56946 ligand:218,307
estradiol human endometrial cancer cells GSE56946 ligand:219,369
17beta-estradiol human MCF-7 cells GSE8597 ligand:259,397
Interleukin 17C human keratinocyte GDS4807 ligand:174,286
estradiol human endometrial cancer cells GSE56946 ligand:220,231
TGF-beta human A549 epithelial cells GDS3710 ligand:247,331
estradiol human endometrial cancer cells GSE56946 ligand:217,364
Interleukin 17C human keratinocyte GDS4807 ligand:172,315
Interleukin-15 mouse CD8+ T cells GDS1030 ligand:229,296
estradiol human MCF-7 cells GDS4052 ligand:264,310
leptin mouse liver GDS3653 ligand:277,323
Interleukin 1&Icirc;&sup2; rat insulinoma cell line GDS4332 ligand:188,318
interleukin-10 human PBMC GSE59184 ligand:142,324
interleukin-10 human PBMC GSE59184 ligand:143,298
Interleukin 1&Icirc;&sup2; rat insulinoma cell line GDS4332 ligand:184,307
interleukin-2 mouse Cytotoxic T cell line GDS3222 ligand:211,355
Interleukin 1&Icirc;&sup2; rat insulinoma cell line GDS4332 ligand:182,325
interleukin-2 mouse Cytotoxic T cell line GDS3222 ligand:213,405
interleukin-2 mouse Cytotoxic T cell line GDS3222 ligand:212,375
insulin human human embryonic stem cells (hESCs) GSE71949 ligand:286,345
TGF-beta mouse embryonic fibroblasts GDS4898 ligand:244,161
interleukin-33 mouse CD8 T cells GSE72791 ligand:237,135
estradiol mouse urogenital sinus mesenchymal cells GSE16854 ligand:152,317
estradiol mouse mammary cells GSE46116 ligand:117,390
progesterone mouse uterus GSE31406 ligand:162,318
estradiol human endothelial cells GSE29881 ligand:129,263
Insulin mouse Kidney GDS4839 ligand:164,344
3beta-Adiol(17beta-diol) human MCF7cells GSE33287 ligand:80,340
progesterone mouse uterus GSE31406 ligand:161,321
transforming growth factor-beta human Hepatocellular carcinoma Huh-7 cell line GDS4269 ligand:17,298
testosterone human MCF-7aro cells GSE10911 ligand:160,304
17beta-estradiol mouse cervical tissue GSE46890 ligand:118,402
17beta-estradiol mouse cervical tissue GSE46890 ligand:119,348
Thyroid hormone human Endometrial cells GDS4987 ligand:168,222
TGF-beta human A549 epithelial cells GDS3710 ligand:250,390
TGF-beta human A549 epithelial cells GDS3710 ligand:251,379
TGF-beta human A549 epithelial cells GDS3710 ligand:252,330
TGF-beta human A549 epithelial cells GDS3710 ligand:253,297
TGF-beta human HMEC-TR mammary epithelial cell line GDS4071 ligand:245,297
17beta-estradiol human U2OS osteosarcoma cell line GDS1094 ligand:44,321
Interleukin 1&Icirc;&sup2; rat insulinoma cell line GDS4332 ligand:191,323
Interleukin-1 beta mouse embryonic fibroblasts from IRAK-4 kinase deficient mutants GDS2641 ligand:60,351
All-trans-retinoic acid human NB4 APL cells GDS4180 ligand:187,252
17beta-estradiol human MCF-7 cells GSE5840 ligand:85,276
17beta-estradiol human MCF-7 cells GSE5840 ligand:84,353
17beta-estradiol human MCF-7 cells GSE5840 ligand:83,312
TNFSF11 (RANKL) human monocyte-derived macrophage GSE72292 ligand:239,316
interleukin-4 human keratinocyte GDS4601 ligand:178,303
17beta-estradiol mouse uterus GDS1058 ligand:32,380
interleukin-2 mouse Cytotoxic T cell line GDS3222 ligand:215,400
Interleukin-6 mouse macrophage (SOCS3 KO) GSE411 ligand:234,265
Interleukin-6 mouse macrophage (SOCS3 KO) GSE411 ligand:233,316
retinoic acid mouse CD4+ T cells pooled from spleen and mesenteric/peripheral lymph nodes GDS3840 ligand:73,403
Interleukin-6 (IL-6) mouse liver GDS3773 ligand:61,365
Interleukin-1 beta mouse embryonic fibroblasts GDS2641 ligand:57,208
estradiol human estrogen receptor (ER)-positive MCF7 breast cancer cells GDS3217 ligand:41,276
calcitriol human RWPE1 prostate epithelial cell line GDS3761 ligand:201,276
progesterone rat ovary GDS2783 ligand:275,432
Interleukin-1 beta human epidermal keratinocytes GDS2611 ligand:56,229
morphogenetic protein 4 (BMP-4) mouse C3H10T1/2 (10T1/2) stem cells committed to the adipocyte lineage GDS3025 ligand:8,244
3beta-Adiol(17beta-diol) human MCF7cells GSE33287 ligand:79,311
testosterone mouse prostate (following castration) GDS2562 ligand:54,278
TGF-beta human prostate fibroblasts GSE68164 ligand:240,248
Growth hormone mouse Adipocytes GDS1489 ligand:171,232
estradiol human MCF-7 cells GSE26834 ligand:135,310
estradiol human MCF-7 cells GSE26834 ligand:137,332
testosterone mouse liver GSE13388 ligand:159,235
