Pathway,Count
GTEX-TKQ2-0426-SM-4DXUO pancreas male 50-59 years,417
GTEX-S95S-0726-SM-4B64H pancreas male 60-69 years,492
GTEX-R53T-0426-SM-48FEM pancreas female 50-59 years,414
GTEX-P4PQ-1026-SM-3NMCN pancreas male 60-69 years,554
GTEX-OHPM-1026-SM-3LK74 pancreas male 50-59 years,376
GTEX-SUCS-1426-SM-4DM5W pancreas male 70-79 years,479
GTEX-XPVG-0326-SM-4B653 pancreas male 50-59 years,617
GTEX-SNOS-0926-SM-4DM7A pancreas male 40-49 years,498
GTEX-S4P3-0626-SM-4AD59 pancreas female 50-59 years,579
GTEX-UJHI-0626-SM-3DB8T pancreas female 50-59 years,518
GTEX-T8EM-0826-SM-4DM76 pancreas male 40-49 years,561
GTEX-PSDG-1526-SM-48TCY pancreas male 50-59 years,781
GTEX-SE5C-0326-SM-4BRWX pancreas female 40-49 years,571
GTEX-XGQ4-0226-SM-4GIDS pancreas male 50-59 years,656
GTEX-UPIC-0726-SM-3GADW pancreas female 20-29 years,704
GTEX-TML8-0526-SM-32QOQ pancreas female 40-49 years,776
GTEX-OOBK-1026-SM-48TC2 pancreas male 40-49 years,572
GTEX-XXEK-1726-SM-4BRVB pancreas male 50-59 years,671
GTEX-T5JW-0226-SM-4DM7I pancreas female 20-29 years,388
GTEX-S33H-1226-SM-4AD69 pancreas male 30-39 years,649
GTEX-VJYA-0826-SM-4KL1M pancreas male 60-69 years,649
GTEX-V1D1-0726-SM-4JBH7 pancreas male 50-59 years,576
GTEX-PW2O-0826-SM-48TC5 pancreas male 20-29 years,582
GTEX-O5YT-1026-SM-3MJGF pancreas male 20-29 years,694
GTEX-XBED-0226-SM-47JY8 pancreas male 60-69 years,687
GTEX-Q2AI-0426-SM-48U13 pancreas male 40-49 years,604
GTEX-U4B1-0726-SM-4DXUA pancreas male 40-49 years,705
GTEX-OHPL-1026-SM-3MJGI pancreas female 60-69 years,516
GTEX-WFG7-0426-SM-4LMK5 pancreas male 20-29 years,687
GTEX-WFG8-0326-SM-4LVN4 pancreas male 20-29 years,829
GTEX-QCQG-0426-SM-48U29 pancreas female 50-59 years,676
GTEX-R55G-0326-SM-48FDM pancreas female 40-49 years,681
GTEX-SIU7-0926-SM-4BRX1 pancreas male 50-59 years,809
GTEX-P4QS-1026-SM-3NMCW pancreas male 60-69 years,772
GTEX-S32W-0826-SM-4AD5Z pancreas female 50-59 years,878
GTEX-V955-0326-SM-4JBGV pancreas male 60-69 years,552
GTEX-WFJO-0626-SM-4LVMC pancreas male 30-39 years,717
GTEX-X5EB-0526-SM-46MVP pancreas male 40-49 years,612
GTEX-QDVN-0926-SM-2I5GL pancreas male 50-59 years,847
GTEX-PWOO-0626-SM-48TZH pancreas female 40-49 years,833
GTEX-Q2AH-0926-SM-48TZK pancreas male 40-49 years,675
GTEX-QDVJ-1226-SM-48U1V pancreas male 50-59 years,677
GTEX-NPJ8-2126-SM-3MJGK pancreas male 40-49 years,1379
GTEX-WFON-0626-SM-4LVLX pancreas male 40-49 years,694
GTEX-XV7Q-0926-SM-4BRVQ pancreas female 40-49 years,626
GTEX-XYKS-1226-SM-4BRVI pancreas female 60-69 years,714
GTEX-OOBJ-0826-SM-3NB2K liver male 60-69 years,1065
GTEX-UPK5-1426-SM-4JBHH liver male 40-49 years,1028
GTEX-PX3G-0826-SM-48TZS liver female 20-29 years,1072
GTEX-P78B-1326-SM-3P611 liver female 40-49 years,1127
GTEX-R53T-0326-SM-48FEC liver female 50-59 years,1302
GTEX-TKQ2-1726-SM-4DXUP liver male 50-59 years,934
GTEX-RM2N-1926-SM-48FCU liver male 50-59 years,990
GTEX-WFON-1726-SM-4LVMQ liver male 40-49 years,859
GTEX-S4Z8-0526-SM-4AD4T liver male 60-69 years,949
GTEX-VUSG-0126-SM-4KL1X liver male 50-59 years,899
GTEX-RWSA-1426-SM-47JXA liver male 40-49 years,1175
GTEX-XOTO-0826-SM-4B65O liver male 50-59 years,1110
