Pathway,Count
PRDM14 20953172 ChIP-Seq ESCs Human,1374
E2F1 17053090 ChIP-ChIP MCF-7 Human,1380
CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse,1531
LMO2 20887958 ChIP-Seq HPC-7 Mouse,1317
EOMES 20176728 ChIP-ChIP TSCs Mouse,1243
SCL 21571218 ChIP-Seq MEGAKARYOCYTES Human,1478
STAT3 24763339 ChIP-Seq IMN-ESCs Mouse,1398
CEBPB 20176806 ChIP-Seq MACROPHAGES Mouse,1492
LMO2 26923725 Chip-Seq HEMANGIOBLAST Mouse,1404
HOXB4 20404135 ChIP-ChIP EML Mouse,1180
GATA1 19941827 ChIP-Seq MEL Mouse,1453
TET1 21451524 ChIP-Seq MESCs Mouse,1400
AR 22383394 ChIP-Seq PROSTATE CANCER Human,1540
TAL1 20566737 ChIP-Seq PRIMARY FETAL LIVER ERYTHROID Mouse,1492
GFI1B 20887958 ChIP-Seq HPC-7 Mouse,1475
ESR1 22446102 ChIP-Seq UTERUS Mouse,1183
SOX9 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse,1619
TFAP2A 17053090 ChIP-ChIP MCF-7 Human,1549
SUZ12 18692474 ChIP-Seq MESCs Mouse,1531
AR 25329375 ChIP-Seq VCAP Human,1481
NANOG 18347094 ChIP-ChIP MESCs Mouse,1399
SUZ12 18974828 ChIP-Seq MESCs Mouse,1564
SMAD2 18955504 ChIP-ChIP HaCaT Human,1513
SMAD3 18955504 ChIP-ChIP HaCaT Human,1513
FOXM1 26100407 CHIP-SEQ Hek293 Flp-In Human,1577
STAT4 19710469 ChIP-ChIP TH1 Mouse,1027
PRDM14 21183938 ChIP-Seq MESCs Mouse,1520
SOX17 20123909 ChIP-Seq XEN Mouse,1363
TAL1 22897851 ChIP-Seq JUKARTE6-1 Human,1569
MECOM 23826213 ChIP-Seq KASUMI Mouse,1527
SPI1 22790984 ChIP-Seq ERYTHROLEUKEMIA Mouse,1572
ERG 20887958 ChIP-Seq HPC-7 Mouse,1486
TCFCP2L1 18555785 ChIP-Seq MESCs Mouse,1486
TET1 21490601 ChIP-Seq MESCs Mouse,1618
STAT3 18555785 ChIP-Seq MESCs Mouse,1485
JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human,1573
RXRA 24833708 ChIP-Seq LIVER Mouse,1434
CEBPB 24764292 ChIP-Seq MC3T3 Mouse,1461
KLF5 25053715 ChIP-Seq YYC3 Human,1591
FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse,1599
HOXB7 26014856 ChIP-Seq BT474 Human,1573
NEUROD2 26341353 ChIP-Seq CORTEX Mouse,1481
CEBPA 26348894 ChIP-Seq LIVER Mouse,1597
FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse,1639
RUNX2 24764292 ChIP-Seq MC3T3 Mouse,1600
FOXA1 25329375 ChIP-Seq VCAP Human,1580
BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human,1605
JUN 26020271 ChIP-Seq SMOOTH MUSCLE Human,1587
TCF21 26020271 ChIP-Seq SMOOTH MUSCLE Human,1629
OLIG2 26023283 ChIP-Seq AINV15 Mouse,1588
FOXM1 26456572 ChIP-Seq MCF-7 Human,1595
POU3F1 26484290 ChIP-Seq ESCss Mouse,1557
RARB 24833708 ChIP-Seq LIVER Mouse,1424
RARA 24833708 ChIP-Seq LIVER Mouse,1437
GATA6 25053715 ChIP-Seq YYC3 Human,1639
FOXA1 25552417 ChIP-Seq VCAP Human,1650
NCOR1 26117541 ChIP-Seq K562 Human,1631
MNX1 26342078 ChIP-Seq MIN6-4N Mouse,1533
KLF5 20875108 ChIP-Seq MESCs Mouse,1593
ELK3 25401928 ChIP-Seq HUVEC Human,1689
MEIS1 26253404 ChIP-Seq OPTIC CUPS Mouse,1461
STAT1 17558387 ChIP-Seq HELA Human,1349
NANOG 18555785 Chip-Seq ESCs Mouse,1522
OCT4 18555785 Chip-Seq ESCs Mouse,1492
SOX2 18555785 Chip-Seq ESCs Mouse,1508
SMAD1 18555785 Chip-Seq ESCs Mouse,1483
E2F1 18555785 Chip-Seq ESCs Mouse,1528
TCFCP2L1 18555785 Chip-Seq ESCs Mouse,1513
CTCF 18555785 Chip-Seq ESCs Mouse,1492
ZFX 18555785 Chip-Seq ESCs Mouse,1485
STAT3 18555785 Chip-Seq ESCs Mouse,1495
KLF4 18555785 Chip-Seq ESCs Mouse,1486
ESRRB 18555785 Chip-Seq ESCs Mouse,1496
CMYC 18555785 Chip-Seq ESCs Mouse,1499
NMYC 18555785 Chip-Seq ESCs Mouse,1510
P300 18555785 Chip-Seq ESCs Mouse,1499
SUZ12 18555785 Chip-Seq ESCs Mouse,1491
ZFP281 18757296 ChIP-ChIP E14 Mouse,1466
SOX2 19829295 ChIP-Seq ESCs Human,1584
NANOG 19829295 ChIP-Seq ESCs Human,1584
OCT4 19829295 ChIP-Seq ESCs Human,1583
KLF4 19829295 ChIP-Seq ESCs Human,1593
MYC 19829295 ChIP-Seq ESCs Human,1572
TAF2 19829295 ChIP-Seq ESCs Human,1595
P300 19829295 ChIP-Seq ESCs Human,1594
ESET 19884257 ChIP-Seq ESCs Mouse,1369
GATA1 19941827 ChIP-Seq MEL86 Mouse,1519
PPARG 20176806 ChIP-Seq 3T3-L1 Mouse,1369
PPARG 20176806 ChIP-Seq MACROPHAGES Mouse,1083
NELFA 20434984 ChIP-Seq ESCs Mouse,1454
LUZP1 20508642 ChIP-Seq ESCs Mouse,1480
PU.1 20513432 ChIP-Seq MACROPHAGES Mouse,1509
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse,1493
CEBPB 20513432 ChIP-Seq MACROPHAGES Mouse,1484
PU.1 20513432 ChIP-Seq Bcells Mouse,1520
OCT4 20526341 ChIP-Seq ESCs Human,1578
NANOG 20526341 ChIP-Seq ESCs Human,1579
CTCF 20526341 ChIP-Seq ESCs Human,1591
PHF8 20622853 ChIP-Seq HELA Human,1574
E2F1 20622854 ChIP-Seq HELA Human,1567
PHF8 20622854 ChIP-Seq HELA Human,1581
SMC4 20622854 ChIP-Seq HELA Human,1544
CRX 20693478 ChIP-Seq RETINA Mouse,1492
P63 20808887 ChIP-Seq KERATINOCYTES Human,1598
ETV1 20927104 ChIP-Seq GIST48 Human,1588
EBNA1 20929547 Chip-Seq RAJI-cells Human,1553
P68 20966046 ChIP-Seq HELA Human,1576
CDX2 21074721 ChIP-Seq CACO-2 Mouse,1587
GATA6 21074721 ChIP-Seq CACO-2 Mouse,1575
GATA6 21074721 ChIP-Seq CACO-2 Human,1585
HNFA 21074721 ChIP-Seq CACO-2 Human,1578
LDB1 21186366 ChIP-Seq BM-HSCs Mouse,1435
TAL1 21186366 ChIP-Seq BM-HSCs Mouse,1477
GATA2 21186366 ChIP-Seq BM-HSCs Mouse,1495
SOX2 21211035 ChIP-Seq LN229 Human,1590
DPY 21335234 ChIP-Seq ESCs Mouse,1575
CDX2 21402776 ChIP-Seq INTESTINAL-VILLUS Mouse,1514
CEBPD 21427703 ChIP-Seq 3T3-L1 Mouse,1349
P53 21459846 ChIP-Seq SAOS-2 Human,1584
NFI 21473784 ChIP-Seq ESCs Mouse,1549
OCT4 21477851 ChIP-Seq ESCs Mouse,1517
AR 21572438 ChIP-Seq LNCaP Human,141
CBP 21632823 ChIP-Seq H3396 Human,1593
ERA 21632823 ChIP-Seq H3396 Human,1574
