Pathway,Count
VDR 24763502 ChIP-Seq THP-1 Human,1288
ELK1 22589737 ChIP-Seq MCF10A Human,928
SPI1 23127762 ChIP-Seq K562 Human,1389
REST 21632747 ChIP-Seq MESC Mouse,2339
SUZ12 18555785 ChIP-Seq MESC Mouse,1058
STAT3 22323479 ChIP-Seq MACROPHAGE Mouse,38
CCND1 20090754 ChIP-ChIP RETINA Mouse,2137
JUN 26020271 ChIP-Seq SMOOTH MUSCLE Human,2000
SMAD1 18555785 ChIP-Seq MESC Mouse,610
TCF21 26020271 ChIP-Seq SMOOTH MUSCLE Human,2000
PADI4 21655091 ChIP-ChIP MCF7 Human,1037
PHF8 20622854 ChIP-Seq HELA Human,1490
MECOM 23826213 ChIP-Seq KASUMI Mouse,1951
BCL11B 21912641 ChIP-Seq STHDH STRIUM  Mouse,43
NR1I2 20693526 ChIP-Seq LIVER Mouse,939
RARB 24833708 ChIP-Seq LIVER Mouse,2000
SPI1 22096565 ChIP-ChIP GC-B Mouse,1676
ESR1 21235772 ChIP-Seq MCF-7 Human,228
ESR1 15608294 ChIP-ChIP MCF7 Human,98
STAT3 19079543 ChIP-ChIP MESC Mouse,948
AR 25329375 ChIP-Seq VCAP Human,1906
VDR 20736230 ChIP-Seq LYMPHOBLASTOID Human,230
NACC1 18358816 ChIP-ChIP MESC Mouse,769
CDX2 19796622 ChIP-Seq MESC Mouse,334
EBNA2 21746931 ChIP-Seq IB4-LCL Human,1492
MYC 19030024 ChIP-ChIP MESC Mouse,3868
ZFP42 18358816 ChIP-ChIP MESC Mouse,1480
REST 18959480 ChIP-ChIP MESC Mouse,2868
RUNX1 22412390 ChIP-Seq EML Mouse,1770
CEBPA 23403033 ChIP-Seq LIVER Mouse,589
RUNX2 24764292 ChIP-Seq MC3T3 Mouse,2000
NANOG 18692474 ChIP-Seq MESC Mouse,3052
DNAJC2 21179169 ChIP-ChIP NT2 Human,899
PAX3-FKHR 20663909 ChIP-Seq RHABDOMYOSARCOMA Human,1063
ELK1 19687146 ChIP-ChIP Hela Human,916
SALL4 22934838 ChIP-ChIP CD34+ Human,1419
GATA1 19941826 ChIP-Seq K562 Human,967
TBX3 20139965 ChIP-Seq MESC Mouse,1068
STAT3 1855785 ChIP-Seq MESC Mouse,572
FOXP3 21729870 ChIP-Seq TREG Human,1404
MYBL2 22936984 ChIP-ChIP MESC Mouse,2250
SOX2 20726797 ChIP-Seq SW620 Human,2564
SFPI1 20887958 ChIP-Seq HPC-7 Mouse,2369
NR4A2 19515692 ChIP-ChIP MN9D Mouse,207
NANOG 18347094 ChIP-ChIP MESC Mouse,1908
E2F7 22180533 ChIP-Seq HELA Human,46
STAT3 18555785 ChIP-Seq MESC Mouse,1997
ZNF217 24962896 ChIP-Seq MCF7 Human,1522
NOTCH1 21737748 ChIP-Seq TLL Human,245
PRDM14 21183938 ChIP-Seq MESC Mouse,1944
GFI1B 20887958 ChIP-Seq HPC-7 Mouse,1871
EOMES 21245162 ChIP-Seq HESC Human,932
GATA6 25053715 ChIP-Seq YYC3 Human,2000
MYC 18555785 ChIP-Seq MESC Mouse,1200
SREBP1 19666523 ChIP-Seq LIVER Mouse,738
YY1 22570637 ChIP-Seq MALME-3M Human,1049
ASXL1 24218140 ChIP-Seq BMDM Mouse,807
PPARD 21283829 ChIP-Seq MYOFIBROBLAST Human,3447
EKLF 21900194 ChIP-Seq ERYTHROCYTE Mouse,1239
ESR1 17901129 ChIP-ChIP  liver Mouse,444
REST 19997604 ChIP-ChIP NEURONS Mouse,2118
AR 22383394 ChIP-Seq PROSTATE CANCER Human,1857
POU3F1 26484290 ChIP-Seq ESC Mouse,2000
CDKN2AIP 20523734 ChIP-Seq CORTICAL Neurons,123
POU3F2 20337985 ChIP-ChIP 501MEL Human,1702
FOXA1 25552417 ChIP-Seq VCAP Human,2000
TRIM28 19339689 ChIP-ChIP MESC Mouse,3072
CDX2 20551321 ChIP-Seq CACO-2 Human,504
NR3C1 23031785 ChIP-Seq PC12 Mouse,918
POU5F1 18692474 ChIP-Seq MESC Mouse,4232
FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse,2000
PHC1 16625203 ChIP-ChIP MESC Mouse,922
ERG 21242973 ChIP-ChIP JURKAT Human,321
ESR2 21235772 ChIP-Seq MCF-7 Human,424
BMI1 23680149 ChIP-Seq NPCS Mouse,1056
FOXM1 26100407  CHIP-SEQ Hek293 flp-in,1934
RUNX1 17652178 ChIP-ChIP JURKAT Human,1003
MTF2 20144788 ChIP-Seq MESC Mouse,2981
BACH1 22875853 ChIP-PCR HELA AND SCP4 Human,1352
ZNF652 21678463 ChIP-ChIP ZR75-1 Human,112
KDM5B 21448134 ChIP-Seq MESC Mouse,3724
TCF21 23034159 ChIP-ChIP E13 GONADS Rat,37
SMAD4 19686287 ChIP-ChIP HaCaT Human,405
DMRT1 23473982 ChIP-Seq TESTES Mouse,2072
JARID1A 20064375 ChIP-Seq MESC Mouse,2171
AHR 22903824 ChIP-Seq MCF7 Human,690
TRP63 18441228 ChIP-ChIP KERATINOCYTES Mouse,143
FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse,2000
CREB1 20920259 ChIP-Seq GC1-SPG Mouse,3057
POU5F1 18700969 ChIP-ChIP MESC Mouse,567
KLF4 18264089 ChIP-ChIP MESC Mouse,104
IRF8-22096565 A ChIP-ChIP GC-B Human,203
SOX2 18555785 ChIP-Seq MESC Mouse,497
MEIS1 26253404 ChIP-Seq OPTIC CUPS Mouse,2000
SMAD2 18955504 ChIP-ChIP HaCaT Human,1936
DROSHA 22980978 ChIP-Seq HELA Human,456
JARID2 20075857 ChIP-Seq MESC Mouse,1258
STAT5 23275557 ChIP-Seq MAMMARY-EPITHELIUM Mouse,1197
E4F1 26484288 ChIP-Seq MOUSE EMBRYONIC FIBROBLAST Mouse,30
ZFX 18555785 ChIP-Seq MESC Mouse,3249
GATA1 22025678 ChIP-Seq K562 Human,38
IKZF1 21737484 ChIP-ChIP HCT116 Human,155
NEUROD2 26341353 ChIP-Seq CORTEX Mouse,2000
SMAD3 21741376 ChIP-Seq HESC Human,1460
HTT 18923047 ChIP-ChIP STHdh Human,566
TRIM28 21343339 ChIP-Seq HEK293 Human,90
TAL1 20887958 ChIP-Seq HPC-7 Mouse,2067
TP53 22573176 ChIP-Seq HFKS Human,1348
TP53 18474530 ChIP-ChIP U2OS Human,827
EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse,2093
TP63 23658742 ChIP-Seq EP156T Human,3652
CTNNB1 20460455 ChIP-Seq HCT116 Human,988
TET1 21490601 ChIP-Seq MESC Mouse,1994
CIITA 25753668 ChIP-Seq RAJI Human,459
TCF3 18692474 ChIP-Seq MESC Mouse,1351
MYCN 18555785 ChIP-Seq MESC Mouse,2261
NANOG 18555785 ChIP-Seq MESC Mouse,542
DCP1A 22483619 ChIP-Seq HELA Human,759
RCOR1 19997604 ChIP-ChIP NEURONS Mouse,2378
KLF4 19030024 ChIP-ChIP MESC Mouse,1502
TCF4 18268006 ChIP-ChIP LS174T Human,470
EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse,935
SOX2 21211035 ChIP-Seq LN229 Gbm,3420
CEBPA 26348894 ChIP-Seq LIVER Mouse,2000
TBP 23326641 ChIP-Seq C3H10T1-2 Mouse,1057
SOX9 24532713 ChIP-Seq HFSC Mouse,1384
ETS1 20019798 ChIP-Seq JURKAT Human,1607
TFEB 21752829 ChIP-Seq HELA Human,808
GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human,1111
SALL1 21062744 ChIP-ChIP HESC Human,105
PPARG 23326641 ChIP-Seq C3H10T1-2 Mouse,838
ESRRB 18555785 ChIP-Seq MESC Mouse,1434
WT1 19549856 ChIP-ChIP Wilms tumor-derived CCG99 11,199
IRF1 19129219 ChIP-ChIP H3396  Human,196
MNX1 26342078 ChIP-Seq MIN6-4N Mouse,2000
KLF4 18555785 ChIP-Seq MESC Mouse,2444
ARNT 22903824 ChIP-Seq MCF7 Human,1029
SOX2 19030024 ChIP-ChIP MESC Mouse,863
TCF3 18347094 ChIP-ChIP MESC Mouse,2221
ETV2 25802403 ChIP-Seq MESC Mouse,1000
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse,1466
HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse,1156
GRHL2 25758223 ChIP-Seq PLACENTA Mouse,1000
SCL 21571218 ChIP-Seq MEGAKARYOCYTES Human,1784
TP63 19390658 ChIP-ChIP HaCaT Human,179
MITF 21258399 ChIP-Seq MELANOMA Human,5578
ZNF274 21170338 ChIP-Seq K562 Hela,327
PPARG 20887899 ChIP-Seq 3T3-L1 PREADIPOCYTE  Mouse,3565
THAP11 20581084 ChIP-Seq MESC Mouse,864
SMAD3 18955504 ChIP-ChIP HaCaT Human,1936
CREB1 23762244 ChIP-Seq HIPPOCAMPUS Rat,2393
THRA 23701648 ChIP-Seq CEREBELLUM Mouse,179
CTBP2 25329375 ChIP-Seq LNCAP Human,1053
KLF5 18264089 ChIP-ChIP MESC Mouse,103
CTBP1 25329375 ChIP-Seq LNCAP Human,1145
CUX1 19635798 ChIP-ChIP MULTIPLE HUMAN CANCER  TYPES Human,3052
FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human,863
CREB1 15753290 ChIP-ChIP HEK293T Human,957
TAF7L 23326641 ChIP-Seq C3H10T1-2 Mouse,912
KLF4 25985364 ChIP-Seq ATHEROSCLEROSIS LESION Mouse,1211
EED 16625203 ChIP-ChIP MESC Mouse,830
CEBPB 23403033 ChIP-Seq LIVER Mouse,382
POU5F1 18347094 ChIP-ChIP MESC Mouse,2109
GATA4 21415370 ChIP-Seq HL-1 Mouse,2039
MYC 18940864 ChIP-ChIP HL60 Human,746
ELF5 23300383 ChIP-Seq T47D Human,1087
SRF 21415370 ChIP-Seq HL-1 Mouse,1634
EOMES 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse,1744
SMARCA4 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse,1118
IRF8 22096565 ChIP-ChIP GC-B Mouse,772
BMI1 19503595 ChIP-Seq MEFC Mouse,661
POU5F1 18555785 ChIP-Seq MESC Mouse,555
LMO2 20887958 ChIP-Seq HPC-7 Mouse,1741
OLIG2 23332759 ChIP-Seq OLIGODENDROCYTES Mouse,2040
TBX5 21415370 ChIP-Seq HL-1 Mouse,2296
MEIS1 20887958 ChIP-Seq HPC-7 Mouse,1452
HOXD13 18407260 ChIP-ChIP invivo in developing limbs Mouse,196
VDR 23849224 ChIP-Seq CD4+ Human,2231
NCOR1 26117541 ChIP-Seq K562 Human,2000
SOX2 18358816 ChIP-ChIP MESC Mouse,785
ZFP281 18757296 ChIP-ChIP E14 Mouse,2004
STAT3 23295773 ChIP-Seq U87 Human,3165
KLF1 20508144 ChIP-Seq FETAL-LIVER-ERYTHROID Mouse,1144
CEBPB 24764292 ChIP-Seq MC3T3 Mouse,2000
RCOR3 21632747 ChIP-Seq MESC Mouse,2851
BCL3 23251550 ChIP-Seq MUSCLE Mouse,858
RUNX2 22187159 ChIP-Seq PCA Human,3423
FOXM1 26456572 ChIP-Seq MCF7 Human,2000
STAT3 20064451 ChIP-Seq CD4+T Mouse,2204
STAT6 20620947 ChIP-Seq CD4 POS T Human,508
MYC 20876797 ChIP-ChIP MEDULLOBLASTOMA Human,1406
PIAS1 25552417 ChIP-Seq VCAP Human,749
HNF4A 19761587 ChIP-ChIP CACO-2 Human,1126
GLI1 17442700 ChIP-ChIP MESC Mouse,73
RBPJ 22232070 ChIP-Seq NCS Mouse,34
MYCN 21190229 ChIP-Seq SHEP-21N Human,373
POU5F1 16518401 ChIP-PET MESC Mouse,1550
