Pathway,Count
H3K79me2 keratinocyte hg19,2000
H3K4me1 bone marrow macrophage mm9,2000
H3K4me1 kidney mm9,2000
H3K9me3 fibroblast of dermis hg19,2000
H3K36me3 myotube hg19,2000
H3K9ac A549 hg19,2000
H3K4me3 G1E-ER4 mm9,2605
H3K4me1 liver mm9,3706
H3K4me1 olfactory bulb mm9,2000
H4K20me1 H1-hESC hg19,2000
H3K4me1 HepG2 hg19,2000
H3K27ac HeLa-S3 hg19,2000
H3K4me3 fibroblast of dermis hg19,2000
H3K9me3 astrocyte hg19,2000
H3K9me3 keratinocyte hg19,2000
H3K4me1 lung mm9,2000
H3K27me3 thymus mm9,2000
H4K20me1 fibroblast of lung hg19,2000
H3K27me3 osteoblast hg19,2000
H3K27me3 fibroblast of dermis hg19,2000
H3K36me3 GM06990 hg19,1255
H3K4me1 myotube hg19,2000
H3K36me3 fibroblast of lung hg19,2000
H3K4me1 HeLa-S3 hg19,2000
H3K79me2 myocyte mm9,2000
H3K4me3 epithelial cell of esophagus hg19,2093
H3K36me3 bronchial epithelial cell hg19,1681
H3K4me3 NB4 hg19,2000
H3K9me3 ES-E14 mm9,155
H3K9me3 H1-hESC hg19,2000
H3K27me3 H1-hESC hg19,2000
H3K27ac Panc1 hg19,2000
H2AFZ fibroblast of lung hg19,2000
H3K9me3 G1E mm9,3067
H3K27ac cortical plate mm9,2000
H3K4me3 fibroblast of gingiva hg19,2061
H2AFZ GM12878 hg19,2000
H3K27ac ES-E14 mm9,2000
H3K27ac T-cell acute lymphoblastic leukemia hg19,2000
H3K27ac CD14-positive monocyte hg19,2000
H3K36me3 CD14-positive monocyte hg19,2000
H3K27ac spleen mm9,2000
H3K9me3 U2OS hg19,1078
H3K4me3 myotube hg19,2000
H2AFZ osteoblast hg19,2000
H3K27me3 cerebellum mm9,1486
H3K36me3 thymus mm9,1235
H3K9me3 brain mm9,522
H3K27me3 NT2-D1 hg19,2000
H3K4me2 fibroblast of dermis hg19,2000
H3K9me3 osteoblast hg19,2000
H3K4me3 bronchial epithelial cell hg19,1859
H3K36me3 endothelial cell of umbilical vein hg19,2929
H3K9me3 myotube hg19,2000
H3K9ac fibroblast of lung hg19,2000
H2AFZ K562 hg19,2000
H3K9ac CH12.LX mm9,2000
H3K27me3 astrocyte hg19,2000
H3K9ac liver mm9,2000
H3K9ac ES-E14 mm9,2000
H3K4me1 cortical plate mm9,2000
H3K4me3 fibroblast of foreskin  hg19,1505
H3K79me2 skeletal muscle myoblast hg19,2000
H3K4me3 MCF-7 hg19,1890
H3K27ac astrocyte hg19,2000
H3K27me3 MCF-7 hg19,989
H3K36me3 HeLa-S3 hg19,2234
H3K4me3 CD14-positive monocyte hg19,3639
H3K4me3 H1-hESC hg19,2000
H3K27ac MCF-7 hg19,2000
H3K27me3 H7 hg19,2015
H4K20me1 HeLa-S3 hg19,2000
H3K4me3 bone marrow macrophage mm9,2000
H3K27ac skeletal muscle myoblast hg19,2000
H3K4me3 GM12865 hg19,1451
H3K4me1 fibroblast of dermis hg19,2000
H3K9me3 endothelial cell of umbilical vein hg19,2000
H3K79me2 T-cell acute lymphoblastic leukemia hg19,2000
H3K27ac olfactory bulb mm9,2000
H3K4me3 LNCaP clone FGC hg19,1591
H3K27me3 myotube hg19,2000
H3K27me3 small intestine mm9,2000
H3K4me3 HCT116 hg19,2040
H3K4me3 ES-Bruce4 mm9,2000
H3K9ac skeletal muscle myoblast hg19,2000
H2AFZ fibroblast of dermis hg19,2000
H3K4me3 thymus mm9,2000
H3K27ac keratinocyte hg19,2000
H3K9me1 keratinocyte hg19,2000
H3K4me1 GM12878 hg19,2000
H3K27ac bone marrow macrophage mm9,2000
H3K9ac NT2-D1 hg19,2000
H3K4me3 choroid plexus epithelial cell hg19,2069
H3K27ac embryonic fibroblast mm9,2000
H3K27ac HCT116 hg19,2000
H3K4me2 fibroblast of lung hg19,2000
H3K4me3 testis mm9,2000
H3K27me3 kidney mm9,1675
H3K9ac HeLa-S3 hg19,2000
H3K79me2 H1-hESC hg19,2000
H3K36me3 U2OS hg19,2000
H3K9ac H1-hESC hg19,2000
H3K9ac heart mm9,2000
H3K27ac brown adipose tissue mm9,2000
H3K4me3 astrocyte hg19,2000
H3K4me3 HL-60 hg19,1881
H3K4me1 bone marrow mm9,2000
H3K27me3 mononuclear cell hg19,2000
H3K36me3 myocyte mm9,236
H3K4me3 brain mm9,2000
H3K4me1 fibroblast of lung hg19,2000
H2AFZ HepG2 hg19,2000
H3K27ac myotube hg19,2000
H3K79me2 fibroblast of lung hg19,2000
H3K27ac K562 hg19,2000
H3K9ac CD14-positive monocyte hg19,2000
H3K4me1 astrocyte hg19,2000
H3K27ac brain mm9,2000
H3K4me1 brain mm9,2000
H3K27ac thymus mm9,2000
H3K4me3 H7 hg19,1452
