Pathway,Count
Primordial Germ cell:Testis,84
Megakaryocyte Progenitor cell:Subcutaneous Adipose Tissue,93
Blast cell:Bone Marrow,100
Intestinal Stem cell:Gastrointestinal Tract,100
Megakaryocyte:Umbilical Cord Blood,99
Endocrine Progenitor cell:Pancreas,101
Beta cell:Pancreas,23
Endocrine cell:Pancreas,104
Intestinal Stem cell:Esophagus,100
Neutrophil:Brain,99
T cell:Brain,97
B cell:Brain,100
T Helper17 (Th17) cell:Umbilical Cord Blood,100
Early Hematopoietic cell:Blood,98
T cell:Lymphoid Tissue,5
B cell:Lymphoid Tissue,8
Endothelial cell:Blood,101
Podocyte:Renal Glomerulus,98
Glomerular Epithelial cell:Renal Glomerulus,98
Paneth cell:Pyloric Gland,96
B cell:Bone Marrow,11
Dermal Papilla cell:Hair Follicle,98
Endothelial cell:Intervertebral Disc,99
Pluripotent Stem cell:Embryo,93
Endothelial cell:Corpus Luteum,100
Basal cell:Prostate,5
Endothelial cell:Heart,96
Pancreatic Stem cell:Pancreatic Acinar Tissue,99
Endocrine Progenitor cell:Pancreatic Acinar Tissue,99
Cancer Stem cell:Thyroid,5
Basal cell:Airway Epithelium,98
Cancer Stem cell:Gall Bladder,93
Muller Glia Precursor cell:Retina,97
Neural Stem cell:Brain,25
Mesenchymal Stem cell:Umbilical Cord,10
Fibroblast:Vocal Fold,9
Central Nervous System Stem cell:Fetal Brain,101
Osteogenic Precursor-Like cell:Dermis,101
CD4-CD28+ T cell:Peripheral Blood,8
CD4-CD28- T cell:Peripheral Blood,8
Luteinizing Granulosa cell:Ovarian Follicle,96
Monocyte:Subcutaneous Adipose Tissue,101
Macrophage:Subcutaneous Adipose Tissue,101
Suppressor T cell:Peripheral Blood,103
Cytotoxic T cell:Peripheral Blood,100
Decidual cell:Blood,97
Activated CD4+ T cell:Blood,11
Hair Follicle cell:Hair Follicle,99
T cell:Ascites,100
Natural Killer cell:Ascites,6
Regulatory T (Treg) cell:Ascites,102
Pericyte:Subcutaneous Adipose Tissue,101
Mature Endothelial cell:Subcutaneous Adipose Tissue,96
Immature Endothelial cell:Subcutaneous Adipose Tissue,96
Cytokine Induced Killer cell:Blood,101
Hematopoietic Stem cell:Peripheral Blood,100
CD14+ Endothelial Progenitor cell:Blood,100
Lymphocyte:Peripheral Blood,99
Monocyte:Umbilical Cord Blood,100
Dendritic cell:Synovium,101
Dedifferentiation adipocyte:Adipose Tissue,5
Bile Duct cell:Liver,99
Dental Pulp Stem cell:Molar,96
T cell:Tonsil,97
B cell:Tonsil,5
Myeloid cell:Tonsil,9
Hematopoietic cell:Bone Marrow,14
Hematopoietic Progenitor cell:Bone Marrow,100
Platelet:Bone Marrow,99
Monocyte:Bone Marrow,100
Endothelial cell:Bone Marrow,18
Neural Stem cell:Bone Marrow,98
Basophil:Blood,7
Muscle-derived cell:Skeletal Muscle,5
Basal cell:Submandibular Gland,98
Mature Endothelial cell:Blood,100
Progenitor-like Angiogenesis-Promoting cell:Blood,100
Mesenchymal Stem cell:Embryonic Stem Cell,5
